family_id,node_id,run_id,initial_k,repeat,set_id,member_n,member_ids
FAMILY04,run1_K4::C0001,run1_K4,4,1,C0001,29,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923"", ""TCGA-CJ-6028"", ""TCGA-CJ-6033"", ""TCGA-CZ-5468"", ""TCGA-CZ-5985""]"
FAMILY04,run1_K5::C0001,run1_K5,5,1,C0001,21,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B8-5550"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4903"", ""TCGA-CJ-6033"", ""TCGA-CZ-5468""]"
FAMILY04,run1_K6::C0001,run1_K6,6,1,C0001,20,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B8-5550"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923""]"
FAMILY04,run2_K4::C0001,run2_K4,4,2,C0001,29,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923"", ""TCGA-CJ-6028"", ""TCGA-CJ-6033"", ""TCGA-CZ-5468"", ""TCGA-CZ-5985""]"
FAMILY04,run2_K6::C0001,run2_K6,6,2,C0001,20,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B8-5550"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923""]"
FAMILY04,run3_K4::C0001,run3_K4,4,3,C0001,29,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B0-5709"", ""TCGA-B8-5550"", ""TCGA-B8-5551"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923"", ""TCGA-CJ-6028"", ""TCGA-CJ-6033"", ""TCGA-CZ-5468"", ""TCGA-CZ-5985""]"
FAMILY04,run3_K6::C0001,run3_K6,6,3,C0001,20,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B8-5550"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923""]"
FAMILY05,run1_K7::C0001,run1_K7,7,1,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-BP-4960"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5199"", ""TCGA-CZ-5468""]"
FAMILY05,run1_K8::C0001,run1_K8,8,1,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-BP-4960"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5199"", ""TCGA-CZ-5468""]"
FAMILY05,run2_K5::C0001,run2_K5,5,2,C0001,21,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B8-5550"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4903"", ""TCGA-CJ-6033"", ""TCGA-CZ-5468""]"
FAMILY05,run2_K7::C0001,run2_K7,7,2,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-BP-4960"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5199"", ""TCGA-CZ-5468""]"
FAMILY05,run3_K5::C0001,run3_K5,5,3,C0001,21,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-B8-5550"", ""TCGA-BP-4770"", ""TCGA-BP-4960"", ""TCGA-BP-4962"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5196"", ""TCGA-BP-5199"", ""TCGA-CJ-4903"", ""TCGA-CJ-6033"", ""TCGA-CZ-5468""]"
FAMILY05,run3_K7::C0001,run3_K7,7,3,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-BP-4960"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-4988"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5199"", ""TCGA-CZ-5468""]"
FAMILY05,run3_K8::C0001,run3_K8,8,3,C0001,14,"[""TCGA-B0-4712"", ""TCGA-B0-4821"", ""TCGA-B0-5081"", ""TCGA-B0-5088"", ""TCGA-B0-5106"", ""TCGA-B0-5703"", ""TCGA-BP-4960"", ""TCGA-BP-4971"", ""TCGA-BP-4986"", ""TCGA-BP-5010"", ""TCGA-BP-5175"", ""TCGA-BP-5191"", ""TCGA-BP-5199"", ""TCGA-CZ-5468""]"
FAMILY06,run1_K5::C0005,run1_K5,5,1,C0005,14,"[""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run1_K6::C0006,run1_K6,6,1,C0006,12,"[""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run1_K7::C0006,run1_K7,7,1,C0006,15,"[""TCGA-B0-5702"", ""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run1_K8::C0007,run1_K8,8,1,C0007,11,"[""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run2_K5::C0005,run2_K5,5,2,C0005,14,"[""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run2_K6::C0006,run2_K6,6,2,C0006,12,"[""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run2_K7::C0006,run2_K7,7,2,C0006,15,"[""TCGA-B0-5702"", ""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run2_K8::C0007,run2_K8,8,2,C0007,11,"[""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run3_K5::C0005,run3_K5,5,3,C0005,14,"[""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4902"", ""TCGA-CJ-4923"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run3_K6::C0006,run3_K6,6,3,C0006,12,"[""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run3_K7::C0006,run3_K7,7,3,C0006,15,"[""TCGA-B0-5702"", ""TCGA-B0-5709"", ""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-4989"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-4903"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY06,run3_K8::C0007,run3_K8,8,3,C0007,11,"[""TCGA-B8-5551"", ""TCGA-B8-A54E"", ""TCGA-B8-A54G"", ""TCGA-BP-5180"", ""TCGA-CJ-4637"", ""TCGA-CJ-4641"", ""TCGA-CJ-4900"", ""TCGA-CJ-6028"", ""TCGA-CJ-6030"", ""TCGA-CZ-5462"", ""TCGA-CZ-5985""]"
FAMILY07,run1_K7::C0005,run1_K7,7,1,C0005,12,"[""TCGA-B0-5117"", ""TCGA-B8-4619"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5174"", ""TCGA-BP-5186"", ""TCGA-BP-5189""]"
FAMILY07,run1_K8::C0004,run1_K8,8,1,C0004,13,"[""TCGA-B0-5117"", ""TCGA-B8-4619"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5174"", ""TCGA-BP-5186"", ""TCGA-BP-5189"", ""TCGA-BP-5190""]"
FAMILY07,run2_K7::C0005,run2_K7,7,2,C0005,12,"[""TCGA-B0-5117"", ""TCGA-B8-4619"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5174"", ""TCGA-BP-5186"", ""TCGA-BP-5189""]"
FAMILY07,run2_K8::C0004,run2_K8,8,2,C0004,13,"[""TCGA-B0-5117"", ""TCGA-B8-4619"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5174"", ""TCGA-BP-5186"", ""TCGA-BP-5189"", ""TCGA-BP-5190""]"
FAMILY07,run3_K7::C0005,run3_K7,7,3,C0005,12,"[""TCGA-B0-5117"", ""TCGA-B8-4619"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5174"", ""TCGA-BP-5186"", ""TCGA-BP-5189""]"
FAMILY07,run3_K8::C0004,run3_K8,8,3,C0004,13,"[""TCGA-B0-5117"", ""TCGA-B8-4619"", ""TCGA-B8-5546"", ""TCGA-BP-4782"", ""TCGA-BP-4965"", ""TCGA-BP-4970"", ""TCGA-BP-4972"", ""TCGA-BP-4994"", ""TCGA-BP-4995"", ""TCGA-BP-5174"", ""TCGA-BP-5186"", ""TCGA-BP-5189"", ""TCGA-BP-5190""]"
